,HVPI,IP_Verarbeitendes_Gew,IP_Nahrungs_Genuss,IP_Textil_Leder,IP_Holz_Papier_Druck,IP_Mineraloel,IP_Chemie,IP_Pharma,IP_Metall_Grundstoffe,IP_Metallerzeugnisse,IP_DV_Elektronik,IP_Elektrisch,IP_Maschinenbau,IP_Kfz,IP_Sonstiger_Fahrzeug,IP_Energie,BS_Konjunkturklima,BS_Produktionserwart,BS_Produktionstendenz,BS_Absatzpreise,BS_Auftragsbestand,PPI_Gesamt,PPI_Konsumgueter,PPI_Vorleistungen,ALQ_Gesamt,ALQ_Maenner,ALQ_Frauen,ALQ_Kern_Ges,ALQ_Kern_M,ALQ_Kern_F,LCI_Lohnkosten_BN,LCI_Loehne_BN,LCI_Lohnkosten_Ind,LCI_Loehne_Ind
2001-04-01,2.1628498727735312,4.986876640419946,0.3351955307262511,,,-4.93942218080149,0.9793253536452662,13.225058004640356,8.154943934760439,7.091172214182362,14.477211796246658,8.380681818181813,7.280219780219777,9.464082098061578,6.526806526806528,1.5740740740740833,866.6666666666666,228.57142857142856,1800.0000000000005,243.75,62.376237623762364,4.9490538573507825,3.4805890227576963,1.9021739130434812,-5.000000000000004,-2.5974025974025983,-8.235294117647063,-3.797468354430389,-1.3513513513513598,-6.976744186046513,2.857142857142847,2.608695652173898,3.2531824611032434,2.7027027027027195
2001-05-01,2.933673469387754,-3.050847457627126,-2.8942115768463172,,,-2.5408348457350294,-7.00888450148075,-0.5802707930367634,-2.3622047244094557,-0.7398273736128114,2.55813953488373,-0.7033997655334079,-0.23923444976075015,-2.990654205607479,0.6263048016701633,0.19323671497584183,-12799.999999999998,281.48148148148147,-123.57142857142858,209.7560975609756,136.231884057971,4.637681159420293,3.600000000000003,1.4905149051490652,-3.749999999999998,-1.2987012987013102,-7.142857142857151,-3.797468354430389,0.0,-5.882352941176472,2.857142857142847,2.608695652173898,3.2531824611032434,2.7027027027027195
2001-06-01,2.4081115335867986,2.825552825552813,-2.5668449197861043,,,6.275303643724706,-3.882476390346279,12.803532008830043,3.898635477582846,7.377049180327866,1.388888888888884,9.329829172141935,4.6398046398046455,5.748373101952264,8.986175115207363,-2.0942408376963373,3020.0,533.3333333333333,886.6666666666667,186.79245283018867,234.92063492063497,4.329004329004338,3.595206391478034,1.2178619756427533,-3.749999999999998,-1.2987012987013102,-6.024096385542177,-2.5316455696202556,0.0,-4.761904761904767,2.857142857142847,2.608695652173898,3.2531824611032434,2.7027027027027195
2001-07-01,2.146464646464641,1.990049751243772,2.0652173913043637,,,-0.08912655971480277,-2.0105820105820182,15.145228215767625,2.8056112224448926,4.6008119079837595,0.23529411764706687,6.762028608582549,4.922279792746109,0.0,8.920187793427225,-3.606237816764124,-3550.0,1153.8461538461538,-470.2702702702702,166.03773584905662,271.92982456140345,3.1563845050215145,3.1872509960159334,0.26954177897573484,-1.2658227848101333,1.3157894736842257,-4.81927710843374,-1.2820512820512775,1.3513513513513375,-4.761904761904767,2.764227642276418,2.657807308970095,2.5764895330112836,2.2838499184339334
2001-08-01,2.1518987341772267,0.0,0.41025641025642656,,,-6.435224386113458,-6.176783812566566,4.509803921568611,-2.5242718446601864,1.2096774193548265,-4.502369668246454,3.8615179760319585,0.6720430107526987,7.360406091370564,11.380145278450371,-1.106639839034218,-1052.9411764705883,1600.0,-487.5,273.8095238095238,646.8749999999999,2.865329512893977,3.05039787798409,-0.13440860215054862,-1.2658227848101333,2.6315789473684292,-3.658536585365846,0.0,1.3513513513513375,-2.4096385542168752,2.764227642276418,2.657807308970095,2.5764895330112836,2.2838499184339334
2001-09-01,1.7676767676767513,-4.789053591790193,-3.6726128016789095,,,-7.020872865275152,-7.583965330444209,-5.212355212355202,-2.020202020202022,-4.35323383084577,-16.43286573146292,-3.93258426966292,-4.147982062780276,1.2499999999999956,5.393258426966296,-2.6819923371647625,-3533.3333333333335,-6866.666666666667,-290.1234567901235,382.35294117647055,745.4545454545455,1.9858156028368823,2.9139072847682135,-0.669344042838016,0.0,3.9473684210526327,-3.658536585365846,0.0,2.7027027027026973,-2.4096385542168752,2.764227642276418,2.657807308970095,2.5764895330112836,2.2838499184339334
2001-10-01,1.643489254108732,0.22962112514350874,1.6601562499999778,,,-9.91884580703336,-5.246913580246925,9.018036072144287,1.192660550458724,2.8750000000000053,-12.190082644628097,0.8196721311475308,0.7334963325183574,6.910569105691056,12.307692307692308,-2.9850746268656803,-1660.0000000000002,-1657.1428571428573,-483.33333333333337,500.0,1262.5000000000002,0.7062146892655274,3.0463576158940464,-1.0680907877169687,2.564102564102577,5.263157894736836,-1.2345679012345623,2.5974025974025983,4.054054054054057,-1.2195121951219523,2.2889842632331847,2.639296187683282,2.40452616690241,2.5974025974025983
2001-11-01,1.390644753476633,-4.907306434023995,-3.2105760151086016,,,-1.6759776536312998,-8.744855967078191,-0.7448789571694703,-9.350649350649343,-3.3293697978596826,-12.476007677543189,-0.5524861878453025,-4.406779661016957,-3.888888888888886,9.330628803245444,0.16666666666667052,-4760.0,-2662.5,-468.51851851851853,306.52173913043475,1888.235294117647,0.0,2.509907529722577,-1.3351134846461998,2.564102564102577,5.263157894736836,0.0,2.5974025974025983,5.47945205479452,0.0,2.2889842632331847,2.639296187683282,2.40452616690241,2.5974025974025983
2001-12-01,1.374999999999993,-9.677419354838712,-5.064655172413801,,,2.3593466424682408,-13.238770685579182,-4.975124378109452,-9.753231492361925,-10.458452722063038,-19.7938144329897,-14.268585131894495,-5.741127348643005,-12.937062937062926,2.5700934579439227,2.19155844155845,2685.714285714286,-3616.666666666667,678.2608695652174,205.55555555555554,792.1052631578947,0.14144271570013522,2.1080368906455815,-1.7333333333333312,5.1948051948051965,7.999999999999985,0.0,3.8961038961038863,6.849315068493156,1.2345679012345734,2.2889842632331847,2.639296187683282,2.40452616690241,2.5974025974025983
2002-01-01,2.012578616352201,-3.874999999999995,2.031602708803626,,,-5.660377358490565,-2.7055150884495283,2.371541501976271,-7.9505300353356905,-3.342245989304815,-13.563218390804598,-6.019656019656027,-2.2662889518413554,-4.840370751802259,7.964601769911495,-0.31055900621118626,1450.0,868.0,-558.1818181818182,205.26315789473682,610.4166666666667,-0.1400560224089742,2.3591087811271283,-1.7333333333333312,5.1948051948051965,9.333333333333327,2.5316455696202445,5.263157894736836,6.849315068493156,1.2345679012345734,3.9408866995073843,3.7288135593220417,4.111842105263164,3.7099494097807773
2002-02-01,1.750000000000007,-4.832713754646845,-0.586166471277838,,,0.20618556701030855,2.4553571428571397,0.4048582995951566,-2.7700831024930705,-4.993252361673395,-15.17857142857142,-8.564535585042233,-5.905511811023622,-8.259587020648972,8.333333333333325,-1.417183348095663,304.2553191489362,351.02040816326536,2000.0,85.3658536585366,426.5625,-0.41899441340781385,1.9607843137254832,-2.0000000000000018,6.493506493506485,9.333333333333327,2.5316455696202445,6.578947368421062,8.219178082191792,3.750000000000009,3.9408866995073843,3.7288135593220417,4.111842105263164,3.7099494097807773
2002-03-01,1.8750000000000044,-9.460946094609469,-3.5827186512118026,,,1.799242424242431,1.1167512690355208,0.588235294117645,-9.19831223628692,-10.84624553039334,-19.14062500000001,-13.80434782608696,-11.308203991130828,-11.582670203359857,0.7968127490039834,-2.212765957446805,122.97297297297298,264.5161290322581,-4250.0,47.22222222222221,253.06122448979588,-0.2785515320334331,1.0376134889753752,-1.7333333333333312,7.8947368421052655,10.666666666666668,5.128205128205132,6.578947368421062,8.219178082191792,3.750000000000009,3.9408866995073843,3.7288135593220417,4.111842105263164,3.7099494097807773
2002-04-01,1.4943960149439661,5.7499999999999885,4.454342984409809,,,4.215686274509811,4.74137931034484,9.836065573770503,6.314797360980218,6.891891891891877,-3.9812646370023463,4.849279161205766,5.249679897567239,8.750000000000014,14.442013129102826,1.2762078395624377,37.93103448275863,113.04347826086958,-24.812030075187973,40.90909090909092,111.58536585365857,-0.9708737864077555,1.0349288486416475,-1.6000000000000014,9.21052631578949,12.00000000000001,5.128205128205132,7.8947368421052655,9.589041095890405,3.750000000000009,1.2500000000000178,1.1299435028248483,0.8219178082191636,0.6925207756232732
2002-05-01,1.1152416356877248,-8.857808857808847,-4.727646454265155,,,-3.5381750465549477,1.9108280254777066,-2.1400778210116767,-5.913978494623651,-10.683229813664585,-14.28571428571429,-14.994096812278634,-11.39088729016786,-10.597302504816952,0.6224066390041472,0.6750241080038633,14.960629921259837,97.0873786407767,151.51515151515156,17.322834645669303,92.02453987730061,-1.1080332409972304,0.5148005148005064,-1.468624833110821,9.090909090909083,11.842105263157897,6.410256410256432,7.8947368421052655,9.459459459459453,5.000000000000004,1.2500000000000178,1.1299435028248483,0.8219178082191636,0.6925207756232732
2002-06-01,0.8663366336633782,1.194743130227005,0.0,,,-2.7619047619047654,3.0567685589519833,4.109589041095885,3.658536585365857,1.0178117048346147,-7.30593607305935,-0.36057692307691624,0.8168028004667427,8.512820512820518,6.976744186046524,2.673796791443861,-4.487179487179482,43.60902255639098,-34.45945945945946,-1.9736842105263053,54.502369668246445,-1.2448132780082832,0.12853470437019787,-0.9358288770053513,10.389610389610393,13.157894736842103,7.692307692307709,7.792207792207795,10.81081081081079,6.25,1.2500000000000178,1.1299435028248483,0.8219178082191636,0.6925207756232732
2002-07-01,1.1124845488257096,3.5365853658536617,3.514376996805102,,,-2.7653880463871516,6.587473002159827,0.18018018018017834,8.089668615984413,4.527813712807238,-3.9906103286384997,1.3398294762484886,3.3333333333333437,7.8947368421052655,9.482758620689658,1.2133468149645887,9.420289855072461,11.65644171779141,-62.77372262773723,-2.8368794326241176,51.415094339622655,-0.9735744089012566,0.12870012870012104,-0.26881720430107503,10.256410256410264,14.285714285714302,6.329113924050622,10.389610389610393,12.00000000000001,7.499999999999996,2.373417721518978,2.265372168284796,2.19780219780219,1.9138755980861122
2002-08-01,1.1152416356877248,-3.535353535353536,-3.9836567926455624,,,-0.5429864253393646,5.334846765039725,-4.690431519699811,-1.294820717131484,-5.046480743691895,-5.459057071960283,-3.8461538461538436,-7.343124165554071,0.9456264775413947,0.6521739130434634,-0.10172939979653517,0.6172839506172867,9.999999999999986,-46.7741935483871,-11.46496815286624,40.585774058577414,-0.9749303621169991,0.2574002574002643,-0.13458950201883368,11.538461538461542,14.10256410256412,7.594936708860756,10.256410256410264,13.33333333333333,6.172839506172845,2.373417721518978,2.265372168284796,2.19780219780219,1.9138755980861122
2002-09-01,1.1166253101737134,3.233532934131733,4.357298474945526,,,6.428571428571428,10.433763188745605,4.887983706720966,4.123711340206171,4.811443433029883,0.23980815347719453,2.923976608187129,-0.5847953216374324,7.818930041152261,12.366737739872068,0.9842519685039353,-18.446601941747577,-7.389162561576357,-2.5974025974025983,-5.487804878048774,20.78853046594984,-0.9735744089012566,0.12870012870012104,0.0,12.658227848101266,13.924050632911378,8.860759493670866,11.538461538461542,14.473684210526304,7.407407407407396,2.373417721518978,2.265372168284796,2.19780219780219,1.9138755980861122
